assists,bonus,bps,clean_sheets,corners_and_indirect_freekicks_order,creativity,creativity_rank,direct_freekicks_order,dreamteam_count,first_name,second_name,element_type,goals_scored,ict_index,ict_index_rank,id,influence,influence_rank,minutes,penalties_missed,penalties_order,points_per_game,red_cards,saves,selected_by_percent,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_out,yellow_cards,prices
0,0,0,0,0,0,500,0,0,Nigel,Lonwijk,DEF,0,0,533,629,0,524,0,0,0,0,0,0,0,20,39,0,476,184,0,3898,1895,0,4
0,5,353,8,4,295.7,137,5,1,Oleksandr,Zinchenko,DEF,0,70.3,232,283,272,253,1473,0,0,3.5,0,0,0.6,12,43,134,255,75,69,93522,86808,0,5.5
0,0,0,0,0,0,485,0,0,Oliver,Casey,DEF,0,0,520,215,0,511,0,0,0,0,0,0,1,10,2,0,458,174,0,135513,132245,0,4
0,0,2,0,0,0.5,468,0,0,Oskar,Buur,DEF,0,0.1,513,467,0.6,504,22,0,0,1,0,0,1.4,20,39,0,468,178,1,256762,316207,0,4
0,1,150,3,0,17.2,398,0,0,Ozan,Kabak,DEF,0,16.7,399,652,131,351,801,0,0,2.9,0,0,0.4,11,14,19,390,148,26,142380,115769,3,5
0,1,182,4,0,26.4,379,0,0,Pablo,Mari,DEF,0,20.6,384,10,163.2,326,900,0,0,3.4,0,0,0.1,1,3,16,400,153,34,39642,35159,2,4.5
0,2,402,7,0,66.3,328,0,1,Pascal,Struijk,DEF,1,80.1,201,211,513,122,2072,0,0,2.6,0,0,5.3,10,2,222,174,35,71,884065,608686,3,4.5
2,5,313,4,4,195.3,196,2,0,Patrick,van Aanholt,DEF,0,69.1,235,139,298.6,231,1775,0,2,2.5,0,0,0.4,6,31,198,191,45,54,167442,157280,2,5
0,2,204,3,0,68.1,324,0,0,Paul,Dummett,DEF,1,38.8,327,331,274.4,248,1254,0,0,2.7,0,0,0.1,14,4,45,359,130,40,14442,6623,2,4.5
0,0,28,0,0,12.9,406,0,0,Phil,Bardsley,DEF,0,5.9,445,82,39.4,426,273,0,0,0.5,0,0,0.2,4,90,6,423,160,2,13530,44174,2,4
0,0,0,0,0,0,678,0,0,Phil,Jones,DEF,0,0,687,297,0,684,0,0,0,0,0,0,0,13,1,0,671,240,0,538,4778,0,4
1,6,264,3,3,234.5,177,0,1,Rayan,Ait Nouri,DEF,1,67.4,242,563,243.2,269,1400,0,0,2.6,0,0,0.2,20,39,196,193,46,54,64843,58990,1,5
0,0,0,0,0,0,517,0,0,Reece,Hannam,DEF,0,0,548,675,0,539,0,0,0,0,0,0,0,6,31,0,494,190,0,853,563,0,4
3,15,572,9,2,697.3,27,4,2,Reece,James,DEF,1,162.8,58,123,527.4,111,2367,0,0,3.5,0,0,6.9,5,8,399,94,6,112,2217959,2311355,3,5.5
0,0,0,0,0,0,541,0,0,Reece,Welch,DEF,0,0,571,690,0,562,0,0,0,0,0,0,0,7,11,0,518,206,0,541,274,0,4
0,1,135,3,0,29.8,371,0,0,Rhys,Williams,DEF,0,20.4,385,594,111.6,364,659,0,0,3.1,0,0,0.3,11,14,62,337,116,28,75154,54373,0,4.5
1,0,152,2,0,162.4,215,0,0,Ricardo Domingos,Barbosa Pereira,DEF,0,48.9,291,226,183.4,301,954,0,0,1.8,0,0,0.6,9,13,144,245,71,27,184724,157983,3,5.5
0,0,0,0,0,0,511,0,0,Richard,Nartey,DEF,0,0,543,658,0,534,0,0,0,0,0,0,0,4,90,0,488,188,0,2432,1499,0,4
1,10,536,11,0,76.1,314,0,1,Rob,Holding,DEF,0,77.7,211,16,602.6,68,2557,0,0,3.5,0,0,4.7,1,3,97,288,93,105,1074844,831290,2,4.5
0,2,220,4,0,52.2,339,0,1,Robin,Koch,DEF,0,41.4,318,491,230.2,274,1130,0,0,2.2,0,0,0.3,10,2,131,257,77,38,54457,84482,1,4.5
0,11,466,8,0,101.2,268,3,2,Romain,Saiss,DEF,3,103.4,136,461,584.6,79,2407,0,0,3.7,0,0,5.8,20,39,347,110,11,99,2450655,2429578,2,5
0,0,24,0,0,25.3,382,0,0,Ruben Goncalo,Silva Nascimento Vinagre,DEF,0,5.7,448,471,31.2,438,172,0,0,0.5,0,0,0.7,20,39,0,529,215,1,56798,641304,0,4
1,12,656,17,0,91,285,0,1,Ruben Santos,Gato Alves Dias,DEF,1,96.3,155,556,651.6,61,2843,0,0,4.4,0,0,19.9,12,43,218,179,38,142,3169721,1715366,4,6
0,0,0,0,0,0,525,0,0,Ryan,Astley,DEF,0,0,555,681,0,546,0,0,0,0,0,0,0,7,11,0,502,196,0,686,401,0,4
0,0,0,0,0,0,583,0,0,Ryan,Bennett,DEF,0,0,606,456,0,598,0,0,0,0,0,0,0.1,20,39,0,565,227,0,3905,28339,0,4
2,4,404,8,2,271.8,149,2,0,Ryan,Bertrand,DEF,0,71.4,229,362,306.8,229,2598,0,0,2.7,0,0,0.7,16,20,135,252,74,78,133677,193104,5,5
1,0,127,1,0,166.8,210,0,0,Ryan,Fredericks,DEF,1,41.9,315,438,155.2,330,564,0,0,2,0,0,0.2,19,21,96,289,94,28,24177,57997,2,4.5
0,0,0,0,0,0,510,0,0,Ryan,Inniss,DEF,0,0,542,534,0,533,0,0,0,0,0,0,0,6,31,0,486,187,0,4884,6529,0,4
0,0,0,0,0,0,667,0,0,Ryan,Sessegnon,DEF,0,0,678,399,0,675,0,0,0,0,0,0,0.1,17,6,0,659,236,0,1050,16595,0,4
0,0,0,0,0,0,516,0,0,Sam,Woods,DEF,0,0,547,522,0,538,0,0,0,0,0,0,0.4,6,31,0,493,189,0,62844,58981,0,4
1,1,233,2,0,17,399,0,0,Scott,Dann,DEF,1,40.3,321,486,284.6,242,1350,0,0,2.6,0,0,0.5,6,31,99,285,91,39,108121,136624,1,4
0,0,9,0,0,5.4,439,0,0,Sead,Kolasinac,DEF,0,1.3,487,14,3.6,487,90,0,0,2,0,0,0.1,1,3,4,435,164,2,5329,21584,0,4
3,4,371,8,0,268.2,154,0,1,Seamus,Coleman,DEF,0,78,209,152,322.6,225,1607,0,0,3.2,0,0,2.4,7,11,189,198,50,81,459409,358280,0,5
3,4,370,6,0,267.6,155,0,1,Serge,Aurier,DEF,2,87.4,181,389,412.2,180,1605,0,0,4.2,0,0,1.5,17,6,194,195,48,80,329516,494267,0,5
6,4,413,8,0,309.4,128,0,0,Sergio,Reguilon,DEF,0,92.5,165,542,361.2,206,2244,0,0,3.3,0,0,4.1,17,6,253,159,24,89,1273765,1038892,5,89
0,0,0,0,0,0,559,0,0,Shane,Duffy,DEF,0,0,584,58,0,576,0,0,0,0,0,0,0,3,36,0,540,218,0,662,5556,0,4
0,0,16,0,0,1,462,0,0,Shkodran,Mustafi,DEF,0,1.3,488,7,11.6,473,45,0,0,1,0,0,0,1,3,0,691,245,3,13464,14517,0,4
0,0,0,0,0,0,674,0,0,Sokratis,Papastathopoulos,DEF,0,0,685,2,0,682,0,0,0,0,0,0,0.1,1,3,0,667,238,0,10266,19142,0,4
3,15,726,12,1,454.6,70,0,4,Stuart,Dallas,DEF,8,174.2,48,200,756.8,33,3410,0,0,4.5,0,0,33.1,10,2,527,64,2,171,4057136,1769387,7,5.5
3,2,156,2,0,162.9,213,0,0,Tariq,Lamptey,DEF,1,46.7,299,77,147.8,338,887,0,0,3.2,1,0,2.2,3,36,156,227,63,35,1224276,1314351,2,4.5
0,0,0,0,0,0,523,0,0,Taylor,Harwood-Bellis,DEF,0,0,553,623,0,544,0,0,0,0,0,0,0,12,43,0,500,195,0,421,563,0,4
0,0,0,0,0,0,497,0,0,Teden,Mengi,DEF,0,0,530,319,0,521,0,0,0,0,0,0,0.5,13,1,0,473,182,0,72476,92685,0,4
0,10,481,10,0,84.9,298,0,2,Thiago,Thiago,DEF,2,84.5,195,490,537.8,105,1935,0,0,4,1,0,2.8,5,8,223,173,34,92,591224,676700,3,5.5
4,7,479,6,0,350.2,108,0,4,Timothy,Castagne,DEF,2,101.7,143,498,486.6,142,2345,0,0,3.5,0,0,5.7,9,13,181,201,52,94,2098048,2042062,1,5.5
0,0,17,0,0,30.5,368,0,0,Timothy,Fosu-Mensah,DEF,0,6.4,440,312,17.8,455,80,0,0,0,0,0,0.1,13,1,16,399,152,0,5074,10563,1,4
0,4,469,10,0,106.5,259,0,1,Toby,Alderweireld,DEF,1,84.6,193,386,559.8,92,2240,0,0,3.5,0,0,1.8,17,6,178,204,54,88,228249,316716,2,5
8,26,761,10,2,1238.8,3,1,4,Trent,Alexander-Arnold,DEF,2,255.7,14,259,789.6,24,3029,0,0,4.4,0,0,27.1,11,14,529,63,1,160,2272992,3840385,2,7.5
2,5,287,4,0,76.8,311,0,2,Tyrick,Mitchell,DEF,1,52.5,283,146,387.6,190,1710,0,0,3.1,0,0,12.8,6,31,60,341,120,58,2462336,2528023,1,4.5
2,8,633,14,0,97.3,277,0,2,Tyrone,Mings,DEF,2,119.3,101,41,798.4,22,3194,0,0,3.6,1,0,7.8,2,7,293,138,18,128,1697898,1349321,4,5
0,0,0,0,0,0,532,0,0,Valentino,Livramento,DEF,0,0,562,698,0,553,0,0,0,0,0,0,0,5,8,0,509,200,0,383,137,0,4
1,3,527,10,0,102.6,263,0,0,Victor,Lindelof,DEF,1,66.4,244,308,503,127,2585,0,0,3.5,0,0,1.9,13,1,56,345,122,102,271250,273777,0,5
0,1,73,1,0,4.8,441,0,0,Virgil,van Dijk,DEF,1,15.3,401,250,82.4,388,370,0,0,3,0,0,6.2,11,14,66,331,111,15,385726,1998968,1,6.5
9,12,625,9,0,670.9,33,0,1,Vladimir,Coufal,DEF,0,158.7,61,558,693.8,50,3054,0,0,3.8,0,0,8.6,19,21,220,177,36,128,1404346,731901,3,5
0,0,0,0,0,0,518,0,0,Vontae,Daley-Campbell,DEF,0,0,549,660,0,540,0,0,0,0,0,0,0,9,13,0,495,191,0,1414,1026,0,4
0,0,9,0,0,0.1,477,0,0,Wes,Morgan,DEF,0,0.3,501,216,3,490,16,0,0,1,0,0,0.1,9,13,0,564,226,3,9870,15140,0,4
1,5,464,7,0,107.8,257,0,1,Wesley,Fofana,DEF,0,73.4,225,561,502,129,2260,0,0,2.5,0,0,1,9,13,121,263,80,71,238423,176127,7,4.5
0,0,3,0,0,0,536,0,0,William,Fish,DEF,0,0,566,713,0,557,1,0,0,1,0,0,0,13,1,0,513,202,1,0,0,0,4
0,0,0,0,0,0,538,0,0,William,Saliba,DEF,0,0,568,27,0,559,0,0,0,0,0,0,0.4,1,3,0,515,204,0,30961,228228,0,4
1,4,364,6,0,46.1,347,0,0,Willy,Boly,DEF,1,64.2,254,458,414,178,1879,0,0,3.2,0,0,1.1,20,39,182,200,51,68,165928,272409,2,5
0,0,12,0,0,22.1,385,0,0,Yan,Valery,DEF,0,6,443,378,26,444,101,0,0,1,0,0,0,16,20,12,407,156,3,2274,7793,0,4
0,7,399,6,0,23.5,383,0,1,Yerry,Mina,DEF,2,72.3,228,162,496.2,134,1936,0,0,3.3,0,0,1.7,7,11,200,189,43,79,411888,431930,2,5
1,2,95,1,0,74.1,316,0,0,Aaron,Connolly,FWD,2,48.2,294,78,104.2,371,783,0,0,2.2,0,0,0.3,3,36,307,127,40,38,85190,112232,0,5.5
0,0,0,0,0,0,644,0,0,Ademipo,Odubeko,FWD,0,0,659,638,0,655,0,0,0,0,0,0,0,19,21,0,635,79,0,8350,6560,0,4
0,0,0,0,0,0,708,0,0,Albian,Ajeti,FWD,0,0,710,447,0,707,0,0,0,0,0,0,0,19,21,0,708,91,0,663,846,0,4
3,21,452,7,0,307.4,133,3,4,Alexandre,Lacazette,FWD,13,170.4,50,6,602.4,69,1916,0,2,4.2,0,0,4.3,1,3,797,38,18,129,1923218,1961260,3,8.5
0,0,25,0,0,18.8,394,0,0,Andi,Zeqiri,FWD,0,14.2,403,574,16,464,164,0,0,1,0,0,0.1,3,36,107,276,53,9,16415,14063,0,4
1,3,78,1,0,37.1,354,0,0,Andy,Carroll,FWD,1,27.7,360,320,64,408,380,0,0,1.7,0,0,0.3,14,4,187,199,48,30,80784,102470,1,5
7,3,238,4,0,265.4,156,0,2,Anthony,Martial,FWD,4,126.8,91,303,297.6,232,1477,0,4,3.4,1,0,3.2,13,1,709,48,21,75,1137115,1747811,0,8
0,7,107,6,0,243.6,169,0,0,Ashley,Barnes,FWD,3,93.8,160,87,153.8,332,1324,0,1,2.4,0,0,0.2,4,90,548,59,26,52,163868,165222,4,5.5
6,22,409,5,0,230.4,180,0,3,Callum,Wilson,FWD,12,154.7,65,506,557.4,94,2081,0,1,5.2,0,0,5.1,14,4,761,40,19,134,4097548,4504514,2,7.5
0,0,38,1,0,26.9,378,0,0,Carlos Vinicius,Alves Morais,FWD,1,22,376,564,52.6,415,305,0,0,1.4,0,0,0.1,17,6,142,248,52,13,28725,27619,2,4
0,0,12,0,0,11.6,413,0,0,Cenk,Tosun,FWD,0,1.8,480,153,2.2,496,44,0,0,0.8,0,0,0,7,11,4,437,69,4,7789,8583,1,4
7,16,443,7,0,488.6,62,0,2,Che,Adams,FWD,9,203.4,33,377,581.8,81,2662,0,0,3.8,0,0,4.1,16,20,964,21,13,137,1794717,1836666,1,7
3,16,395,9,0,323.2,120,0,1,Chris,Wood,FWD,12,204,32,91,595.8,71,2741,0,1,4.2,0,0,5.6,4,90,1129,13,9,138,834276,555458,0,7
2,14,338,5,0,236.5,174,0,3,Christian,Benteke,FWD,10,177.7,46,132,512.6,123,1808,0,0,3.5,1,0,1.3,6,31,1030,18,12,106,305921,236910,1,6.5
0,0,0,0,0,0,586,0,0,Connor,Wickham,FWD,0,0,608,136,0,600,0,0,0,0,0,0,0.5,6,31,0,568,73,0,95747,151288,0,4
0,0,3,0,0,0,653,0,0,Dane,Scarlett,FWD,0,0,666,666,0,663,1,0,0,1,0,0,0,17,6,0,643,81,1,5299,4206,0,4
0,0,32,0,0,12.2,410,0,0,Daniel,N'Lundulu,FWD,0,3.1,461,590,3.2,488,102,0,0,1,0,0,0.2,16,20,16,401,63,13,59733,49556,0,4
4,21,464,6,0,300.7,136,0,1,Danny,Ings,FWD,12,178.4,45,366,634.6,63,2172,0,1,4.5,0,0,6.6,16,20,866,32,15,131,2753878,3949010,1,8
4,15,286,6,0,269.7,153,0,2,Danny,Welbeck,FWD,6,117.7,105,588,319.8,227,1541,1,2,3.7,0,0,0.6,3,36,595,58,25,89,299406,269252,0,6
0,0,23,1,0,33.2,361,0,0,Divock,Origi,FWD,0,11.1,416,256,17.8,456,180,0,0,1.1,0,0,0.6,11,14,60,342,56,10,39351,99242,0,5
6,21,528,11,0,308,131,0,3,Dominic,Calvert-Lewin,FWD,16,249,16,164,745.8,36,2871,0,0,5,0,0,29.5,7,11,1439,6,4,165,9031403,7917346,3,8
1,3,79,0,0,89.4,288,0,0,Dwight,Gayle,FWD,1,42.4,313,329,79.6,392,501,0,0,1.7,0,0,0.1,14,4,263,154,42,31,12806,12414,0,5.5
4,14,367,4,0,203.3,188,0,1,Edinson,Cavani,FWD,10,115,109,569,443.4,167,1364,0,0,3.8,0,0,6.9,13,1,513,66,27,99,1852062,1351938,4,8.5
1,5,120,1,0,97.3,276,0,0,Edward,Nketiah,FWD,2,42.1,314,22,116.6,359,411,0,0,2.1,0,0,0.5,1,3,211,181,46,36,68796,168266,0,5.5
0,0,0,0,0,0,618,0,0,Ellis,Simms,FWD,0,0,633,596,0,628,0,0,0,0,0,0,0.1,7,11,0,604,74,0,11578,11613,0,4
3,5,198,0,0,166.1,211,0,0,Fabio,Silva,FWD,4,114.9,111,504,238.2,271,1352,0,3,2.2,0,0,1,20,39,758,42,20,72,281227,312018,2,6
0,0,0,0,0,0,681,0,0,Florin,Andone,FWD,0,0,690,64,0,687,0,0,0,0,0,0,0.1,3,36,0,674,87,0,14497,32162,0,4
5,16,453,11,0,467.5,67,0,1,Gabriel Fernando,de Jesus,FWD,9,190,41,282,501,130,2056,0,0,4,0,0,2.5,12,43,931,23,14,115,1066742,1048709,2,8.5
0,0,0,0,0,0,673,0,0,Glenn,Murray,FWD,0,0,684,53,0,681,0,0,0,0,0,0,0.1,3,36,0,666,85,0,5020,18731,0,4
14,40,880,12,0,659.1,35,1,9,Harry,Kane,FWD,23,355.9,3,388,1318.2,1,3083,0,1,6.9,0,0,44.5,17,6,1585,3,2,242,8181197,6160268,1,12.5
0,0,0,0,0,0,576,0,0,Indiana,Vassilev,FWD,0,0,599,51,0,591,0,0,0,0,0,0,0.5,2,7,0,557,72,0,63562,164727,0,4
0,0,3,0,0,11.7,412,0,0,Islam,Slimani,FWD,0,1.8,479,579,0.2,507,19,0,0,1,0,0,0.1,9,13,6,425,65,1,11121,11694,0,4
14,23,649,8,0,356.6,104,0,7,Jamie,Vardy,FWD,15,248.3,17,224,819.2,18,2838,1,1,5.5,0,0,17.5,9,13,1306,9,6,187,5184449,5485123,1,10.5
3,2,125,4,0,97.4,275,0,1,Jay,Rodriguez,FWD,1,68.9,236,86,149.8,336,1248,0,3,1.7,0,0,0.3,4,90,449,80,32,54,65429,99975,3,5.5
0,2,45,0,0,16.2,400,0,0,Jean-Philippe,Mateta,FWD,1,14,406,641,46.6,420,215,0,0,2.1,0,0,0,6,31,80,313,54,15,15298,13370,0,5.5
0,0,0,0,0,0,646,0,0,Joe,Gelhardt,FWD,0,0,661,667,0,657,0,0,0,0,0,0,0,10,2,0,637,80,0,3106,2443,0,4
0,0,5,0,0,1.8,450,0,0,Joel,Mumbongo,FWD,0,0.1,516,613,0,641,37,0,0,0.8,0,0,0,4,90,0,617,76,3,7013,5537,1,4
2,5,258,3,0,250.1,164,0,1,Joelinton Cassio,Apolinario de Lira,FWD,4,122.2,99,340,357,210,1979,0,2,2.4,0,0,0.5,14,4,612,57,24,74,158671,155306,3,6
4,2,216,6,0,238.6,173,0,0,Jordan,Ayew,FWD,1,96.6,154,140,278.6,243,2086,0,4,2.1,0,0,1.4,6,31,451,79,31,70,213202,561773,4,6
0,0,0,0,0,0,707,0,0,Jordan,Hugill,FWD,0,0,709,444,0,706,0,0,0,0,0,0,0,19,21,0,707,90,0,429,691,0,4
0,0,18,0,0,5.6,438,0,0,Joshua,King,FWD,0,5,449,651,13.4,469,138,0,0,1,0,0,0.1,7,11,31,374,58,11,29857,25422,0,4
1,0,85,1,0,76.7,313,0,0,Keinan,Davis,FWD,1,31.7,351,50,77.2,393,265,0,0,1.5,0,0,7.6,2,7,169,210,49,23,1359157,1866164,0,4.5
2,18,424,5,0,413.9,80,0,3,Kelechi,Iheanacho,FWD,12,176.5,47,233,540.2,104,1452,1,5,4.4,0,0,19.5,9,13,814,35,17,110,2481551,955935,1,7.5
0,0,0,0,0,0,682,0,0,Leo,Bonatini,FWD,0,0,691,463,0,688,0,0,0,0,0,0,0.1,20,39,0,676,88,0,8705,28295,0,4
0,0,0,0,0,0,672,0,0,Leonardo,Campana,FWD,0,0,683,476,0,680,0,0,0,0,0,0,0.3,20,39,0,665,84,0,29825,43182,0,4
0,0,5,0,0,0,640,0,0,Lewis,Richardson,FWD,0,0,655,592,0,651,3,0,0,1,0,0,0.1,4,90,0,631,77,2,21551,18309,0,4
0,0,0,0,0,0.3,473,0,0,Liam,Delap,FWD,0,0.2,506,539,0,571,39,0,0,1,0,0,0.9,12,43,4,430,66,1,306104,268454,0,4
2,2,194,3,0,194,197,0,0,Matej,Vydra,FWD,3,87.3,182,93,197.4,292,1359,0,0,2.2,0,0,1.5,4,90,491,70,29,62,296799,240124,0,5.5
0,0,0,0,0,0,643,0,0,Max,Thompson,FWD,0,0,658,591,0,654,0,0,0,0,0,0,0.1,4,90,0,634,78,0,24766,21229,0,4
0,0,0,0,0,0,712,0,0,Mbwana,Samatta,FWD,0,0,712,49,0,711,0,0,0,0,0,0,0,2,7,0,711,92,0,1633,8479,0,4
0,0,12,0,0,10.8,417,0,0,Michael,Obafemi,FWD,0,2,476,381,5.6,480,57,0,0,1,0,0,0.7,16,20,4,433,67,4,66576,201065,0,4
5,19,345,6,0,349.1,109,0,2,Michail,Antonio,FWD,10,190.1,40,437,517.8,117,1972,0,4,4.5,0,0,10.9,19,21,1038,17,11,118,3250366,3117861,3,7.5
2,2,113,2,0,113.5,251,0,0,Michy,Batshuayi,FWD,2,45.5,304,108,132.8,348,717,0,0,2.3,0,0,0.6,6,31,210,182,47,41,73147,187490,0,5.5
0,0,1,0,0,1.3,457,0,0,Moise,Kean,FWD,0,0.9,492,169,0,708,13,0,0,1,0,0,0.2,7,11,11,408,64,2,8011,36330,0,4
2,12,334,10,0,443.2,72,0,1,Neal,Maupay,FWD,8,198.5,37,68,442.2,168,2508,1,3,3.2,1,0,2.1,3,36,1103,15,10,105,1115266,1143884,1,6.5
0,0,4,0,0,0.9,464,0,0,Niall,Huggins,FWD,0,0.6,494,619,2.6,492,37,0,0,1,0,0,0.1,10,2,2,445,70,1,11590,9104,0,4
0,0,1,0,0,0.1,482,0,0,Odion,Ighalo,FWD,0,0.2,512,293,0,712,9,0,0,1,0,0,0.2,13,1,2,450,71,1,7620,24422,0,4
0,6,139,4,0,112,254,0,1,Olivier,Giroud,FWD,4,67.2,243,103,161.4,327,740,0,4,2.8,0,0,1.1,5,8,403,91,34,47,311528,353505,1,6.5
9,18,531,14,0,610.4,41,0,3,Ollie,Watkins,FWD,14,314,6,514,815.4,19,3328,1,3,4.5,1,0,22.1,2,7,1721,2,1,168,4635254,3049913,2,7.5
11,26,631,10,0,371,99,0,5,Patrick,Bamford,FWD,17,274.6,10,202,867.2,13,3052,0,1,5.1,0,0,45.2,10,2,1512,5,3,194,8141182,5349803,3,8
0,0,5,0,0,0,711,0,0,Patrick,Cutrone,FWD,0,0.2,511,626,0,710,23,0,0,1,0,0,0,20,39,4,436,68,2,3443,3436,0,4
1,7,148,4,0,96.2,279,0,0,Raul,Jimenez,FWD,4,55,274,460,177.4,310,824,0,1,4.3,0,0,4.4,20,39,275,152,41,43,1160501,2220242,0,7.5
6,18,415,11,0,359.7,102,0,1,Richarlison,de Andrade,FWD,7,208.3,31,166,576.4,86,2862,0,2,3.6,1,0,7.1,7,11,1147,12,8,123,1760049,1969328,4,7.5
8,15,615,10,0,643.2,40,0,2,Roberto,Firmino,FWD,9,278.8,9,249,729.4,40,2837,0,4,3.9,0,0,5.7,11,14,1415,7,5,141,1278572,1209765,2,9
4,16,341,3,0,409.7,84,5,3,Rodrigo,Moreno,FWD,7,142.4,79,492,398.4,188,1279,0,0,3.4,0,0,2.7,10,2,617,56,23,89,473575,832303,3,6.5
0,0,0,0,0,0,629,0,0,Sam,Greenwood,FWD,0,0,644,692,0,639,0,0,0,0,0,0,0,10,2,0,615,75,0,1475,726,0,4
0,4,113,3,0,131.6,238,0,0,Sebastien,Haller,FWD,3,66.2,245,441,169.6,318,932,0,0,2.6,0,0,0.2,19,21,361,105,36,41,60525,94479,0,5
1,3,155,4,0,102.2,266,0,0,Sergio,Aguero,FWD,4,62.2,256,268,200.6,287,554,1,1,3.2,0,0,1.6,12,43,326,118,38,38,406215,574721,0,9
0,0,21,1,0,6.4,435,0,0,Shane,Long,FWD,0,3.4,457,361,9.8,475,201,0,0,1.1,0,0,0.4,16,20,19,391,60,12,57958,135320,0,4
2,8,224,5,0,121.6,244,0,1,Tammy,Abraham,FWD,6,86.6,188,118,277.2,245,1031,0,0,3.1,0,0,2,5,8,483,71,30,69,589795,784328,0,6.5
12,7,394,13,0,532.4,53,0,2,Timo,Werner,FWD,6,232.5,20,117,514.8,119,2598,0,3,3.7,0,0,10.8,5,8,1276,10,7,128,2079800,4521382,2,9
0,0,11,0,0,1.1,461,0,0,Wesley,Moraes,FWD,0,2.3,472,48,5,482,15,0,0,1,0,0,0,2,7,17,398,62,3,2651,2640,0,4
1,3,131,5,0,165.9,212,0,0,Willian Jose,Da Silva,FWD,1,50.9,288,642,89.6,384,1106,0,0,2.4,0,0,0.2,20,39,256,157,44,40,81283,69643,0,5
0,0,0,0,0,0,685,0,0,Yoshinori,Muto,FWD,0,0,694,341,0,691,0,0,0,0,0,0,0.1,14,4,0,680,89,0,5738,27356,0,4
0,2,60,1,0,0,551,0,0,Adrian,San Miguel del Castillo,GK,0,5.9,444,245,59.6,411,270,0,0,3.7,0,10,0.3,11,14,0,532,38,11,60478,67145,0,4.5
0,8,527,7,0,0,585,0,1,Alex,McCarthy,GK,0,74,223,363,741.2,39,2700,0,0,3.1,0,93,10.9,16,20,0,567,52,94,1394575,2138155,2,4.5
0,13,660,10,0,0.1,481,0,2,Alisson,Ramses Becker,GK,1,79.4,204,252,776.4,26,2970,0,0,4.2,0,84,8.3,11,14,17,397,1,140,686423,1111372,1,6
0,0,0,0,0,0,535,0,0,Andreas,Sondergaard,GK,0,0,565,617,0,556,0,0,0,0,0,0,0.2,20,39,0,512,33,0,33187,18945,0,4
0,0,0,0,0,0,566,0,0,Angus,Gunn,GK,0,0,591,371,0,583,0,0,0,0,0,0,0.1,16,20,0,547,48,0,2885,18962,0,4
0,0,49,0,0,0,515,0,0,Bailey,Peacock-Farrell,GK,0,8.2,425,99,82.6,387,360,0,0,0.8,0,10,1.1,4,90,0,492,26,3,97106,111591,0,4
0,11,625,11,0,0,695,0,2,Bernd,Leno,GK,0,70.3,231,8,702.2,45,3131,0,0,3.7,1,86,7.3,1,3,2,448,5,131,1013379,1112822,0,5
0,0,41,1,0,0,616,0,1,Caoimhin,Kelleher,GK,0,5.8,447,560,57.8,413,180,0,0,5,0,6,0.1,11,14,0,602,62,10,32711,32079,0,4
0,0,0,0,0,0,508,0,0,Christian,Walton,GK,0,0,540,503,0,531,0,0,0,0,0,0,1.1,3,36,0,484,20,0,65891,102294,0,4
0,0,0,0,0,0,605,0,0,Claudio,Bravo,GK,0,0,625,267,0,619,0,0,0,0,0,0,0,12,43,0,591,57,0,451,1844,0,4
0,0,0,0,0,0,498,0,0,Daniel,Langley,GK,0,0,531,606,0,522,0,0,0,0,0,0,0.1,14,4,0,474,14,0,25830,15803,0,4
0,0,0,0,0,0,564,0,0,Danny,Ward,GK,0,0,589,223,0,581,0,0,0,0,0,0,0.2,9,13,0,545,46,0,5284,13185,0,4
0,0,46,1,0,0,555,0,0,Darren,Randolph,GK,0,4.7,451,430,46.2,421,270,0,0,3.3,0,6,0.2,19,21,0,536,41,10,25662,30154,0,4.5
0,4,416,9,0,0,703,0,1,David,de Gea,GK,0,46.4,300,291,464.2,157,2295,0,0,3.5,0,59,3.3,13,1,0,702,75,91,428055,554811,0,5
0,0,0,0,0,0,487,0,0,David,Martin,GK,0,0,521,429,0,512,0,0,0,0,0,0,5.3,19,21,0,460,8,0,292883,435391,0,4
0,1,218,4,0,0,700,0,0,Dean,Henderson,GK,0,27.5,361,305,275.4,246,1125,0,0,3.4,0,40,2.1,13,1,0,699,73,44,119227,182553,3,5
