assists,bonus,bps,clean_sheets,corners_and_indirect_freekicks_order,creativity,creativity_rank,direct_freekicks_order,dreamteam_count,first_name,second_name,element_type,goals_scored,ict_index,ict_index_rank,id,influence,influence_rank,minutes,penalties_missed,penalties_order,points_per_game,red_cards,saves,selected_by_percent,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_out,yellow_cards,prices
3,7,252,3,0,280.8,143,3,1,Jacob,Murphy,MID,2,93.2,163,497,363.4,203,1617,0,0,2.7,0,0,0.1,14,4,289,140,82,69,13892,13600,3,5
0,0,75,2,0,91.7,283,0,0,Jacob,Ramsey,MID,0,28.9,358,554,72.8,398,611,0,0,1.3,0,0,0.1,2,7,126,259,130,28,16728,14013,0,4.5
0,0,2,0,0,0.5,469,0,0,Jaden,Philogene-Bidace,MID,0,0.1,515,683,0,614,1,0,0,1,0,0,0,2,7,0,587,230,1,336,196,0,4
0,4,249,4,0,160.4,217,0,1,Jairo,Riedewald,MID,2,52.4,284,144,274,250,1810,0,0,1.9,0,0,0.7,6,31,88,298,148,64,272451,248089,4,5
0,0,0,0,0,0,626,0,0,Jake,Cain,MID,0,0,641,607,0,636,0,0,0,0,0,0,0,11,14,0,612,245,0,639,563,0,4
0,0,59,2,0,62.2,332,0,0,Jakub,Moder,MID,0,28.8,359,628,63.8,409,643,0,0,1.8,0,0,0,3,36,162,219,113,21,2023,1071,0,4.5
0,0,0,0,0,0,597,0,0,James,Garner,MID,0,0,617,317,0,609,0,0,0,0,0,0,0,13,1,0,580,223,0,2403,7023,0,4
7,12,473,10,2,770.3,22,1,3,James,Maddison,MID,8,202.5,35,231,588.4,77,2093,0,4,4.3,0,0,5.5,9,13,668,51,29,133,2715551,2509196,4,7
2,3,228,4,0,202.2,190,0,0,James,McArthur,MID,0,55.2,272,130,285.2,241,1465,0,0,2.5,0,0,0.1,6,31,65,334,166,45,8224,20013,3,4.5
0,0,129,2,5,87.2,295,0,0,James,McCarthy,MID,0,20.9,379,131,112.2,363,816,0,0,1.6,0,0,0.7,6,31,10,410,188,26,143257,267918,1,4.5
2,2,204,4,4,242,171,0,1,James,Milner,MID,0,55.2,273,241,200,290,1056,0,1,1.7,0,0,0.1,11,14,108,274,136,44,18310,28805,3,5
5,11,432,5,1,585.6,44,2,1,James,Rodriguez,MID,6,148.7,72,508,499.2,132,1763,0,0,4.4,0,0,7.8,7,11,399,95,55,101,3807180,4212199,4,7
7,17,772,9,1,971.2,11,1,4,James,Ward-Prowse,MID,8,226.5,22,370,940,9,3420,1,2,4.1,0,0,11.7,16,20,355,107,63,156,3148829,2591707,5,6.5
0,0,72,1,0,45.7,348,0,0,Jamie,Shackleton,MID,0,11.4,414,210,52,417,454,0,0,1.3,0,0,0,10,2,18,396,184,17,2137,4854,0,4.5
6,8,434,9,2,493.5,60,0,4,Jarrod,Bowen,MID,8,183.7,44,445,529.8,109,2556,0,0,3.7,0,0,2.5,19,21,812,36,19,141,916121,876060,0,6.5
0,0,0,0,0,0,670,0,0,Jay-Roy,Grot,MID,0,0,681,207,0,678,0,0,0,0,0,0,0,10,2,0,663,278,0,1206,3584,0,4
0,0,3,0,0,0,621,0,0,Jayson,Molumby,MID,0,0,636,550,0,631,1,0,0,1,0,0,0,3,36,0,607,240,1,2278,2354,0,4
0,0,1,0,0,0.9,465,0,0,Jean-Philippe,Gbamin,MID,0,0.5,496,161,3.8,486,11,0,0,1,0,0,0,7,11,0,694,288,1,749,657,0,4
1,3,177,3,0,99,272,0,1,Jeff,Hendrick,MID,2,40.3,322,485,211.4,284,1418,0,0,2.4,1,0,1.2,14,4,95,292,144,52,543306,578314,1,5
3,3,194,5,0,242.1,170,0,1,Jeffrey,Schlupp,MID,2,88.2,174,142,336.6,220,1415,0,0,2.4,0,0,0.1,6,31,304,129,74,65,15713,21008,3,5.5
0,0,0,0,0,0,633,0,0,Jensen,Weir,MID,0,0,648,633,0,644,0,0,0,0,0,0,0,3,36,0,621,252,0,889,720,0,4
5,15,332,4,5,288.2,142,0,4,Jesse,Lingard,MID,9,130.4,86,301,487,141,1423,1,3,6.6,0,0,29.6,19,21,530,62,36,106,3276996,920521,3,7
0,0,0,0,0,0,639,0,0,Jesurun,Rak-Sakyi,MID,0,0,654,688,0,650,0,0,0,0,0,0,0,6,31,0,629,259,0,236,144,0,4
1,4,446,6,1,726.9,24,4,0,Joao Filipe Iria,Santos Moutinho,MID,1,132.2,84,454,478.4,146,2526,0,0,2.2,1,0,0.8,20,39,113,272,135,73,50731,216046,3,5
0,3,175,3,3,160.8,216,3,0,Johann Berg,Gudmundsson,MID,2,52.3,285,90,193.6,294,1358,0,0,2.3,0,0,0,4,90,170,208,106,50,17703,21422,2,5.5
7,2,492,14,0,600.5,43,0,0,John,McGinn,MID,3,154.1,66,38,579,83,3330,0,0,3.1,0,0,1.1,2,7,361,104,62,114,375366,353403,12,6
3,2,377,6,3,522.1,56,1,0,Jonjo,Shelvey,MID,1,129.6,88,321,474.2,151,2616,0,0,2.5,0,0,0.2,14,4,299,133,78,74,21867,36741,7,5.5
2,2,345,4,5,262.3,158,5,0,Jordan,Henderson,MID,1,72.9,226,244,358,209,1704,0,0,2.7,0,0,0.9,11,14,108,275,137,56,142183,286999,0,5
0,0,0,0,0,0,579,0,0,Jordan,Stevens,MID,0,0,602,212,0,594,0,0,0,0,0,0,0.4,10,2,0,560,212,0,18977,99556,0,4
2,15,485,14,0,383.5,94,0,5,Jorge Luiz,Frello Filho,MID,7,114.9,110,105,588.8,76,2006,2,1,4.1,0,0,4.7,5,8,175,206,104,114,1607580,1568248,2,6
0,0,2,0,0,1.3,456,0,0,Jose,Izquierdo,MID,0,1.2,489,72,3.2,489,8,0,0,1,0,0,0,3,36,7,422,198,1,10597,10602,0,4
0,0,0,0,0,0,710,0,0,Jose Ignacio,Peleteiro Romallo,MID,0,0,711,34,0,709,0,0,0,0,0,0,0,2,7,0,710,294,0,1439,7779,0,4
0,5,254,4,0,137.2,227,0,1,Joseph,Willock,MID,8,97.3,152,20,436.6,172,1210,1,3,3.8,0,0,4.1,14,4,401,92,53,79,358152,34802,1,6
0,0,27,1,0,7.9,432,5,0,Josh,Benson,MID,0,3.7,455,535,16,463,260,0,0,1.7,0,0,0,4,90,13,404,186,10,4559,4188,0,4
1,0,359,10,0,309.1,129,1,0,Josh,Brownhill,MID,0,104.5,133,98,350.4,215,2812,0,0,2.2,0,0,0.1,4,90,384,97,56,74,9897,10328,2,4.5
0,0,0,0,0,0,569,0,0,Josh,Sims,MID,0,0,594,374,0,586,0,0,0,0,0,0,0.1,16,20,0,550,210,0,10836,20629,0,4
3,3,126,1,4,132.8,235,4,0,Juan,Mata,MID,1,32.7,350,290,108.4,368,507,0,5,3.6,0,0,0.1,13,1,86,301,150,32,12462,17999,0,5
6,3,268,8,0,307.7,132,3,1,Kai,Havertz,MID,4,114.2,113,500,325,224,1512,0,0,3.4,0,0,3.1,5,8,514,65,37,91,810778,1484571,2,8.5
0,0,0,0,0,0,647,0,0,Kaine,Hayden,MID,0,0,662,671,0,658,0,0,0,0,0,0,0,2,7,0,638,264,0,396,274,0,4
2,2,396,9,4,539.3,50,2,0,Kalvin,Phillips,MID,1,115.8,108,204,535.4,106,2428,0,0,2.3,0,0,0.9,10,2,82,308,153,67,201523,339144,10,5
12,19,566,12,1,1170.1,4,1,3,Kevin,De Bruyne,MID,6,284.7,8,272,760.8,31,1995,1,3,5.6,0,0,11.9,12,43,914,28,14,141,5387239,6461517,1,12
0,0,0,0,0,0,599,0,0,Kgaogelo,Chauke,MID,0,0,619,624,0,611,0,0,0,0,0,0,0,16,20,0,583,226,0,1291,960,0,4
2,2,330,11,0,261.4,160,0,0,Leander,Dendoncker,MID,1,99.2,148,464,386.4,192,2498,0,0,2.3,0,0,0.6,20,39,343,112,64,77,105414,212655,4,5
6,15,406,12,3,725.1,25,2,5,Leandro,Trossard,MID,5,202.8,34,69,543.4,101,2602,0,0,3.8,0,0,1.8,3,36,759,41,22,132,672806,595206,2,6.5
0,0,0,0,0,0,625,0,0,Leighton,Clarkson,MID,0,0,640,601,0,635,0,0,0,0,0,0,0,11,14,0,611,244,0,641,608,0,4
5,5,238,4,5,258.4,161,0,1,Lucas,Rodrigues Moura da Silva,MID,3,87.7,178,392,322.4,226,1397,0,0,2.7,0,0,1.4,17,6,298,134,79,80,313296,394073,1,6.5
0,0,0,0,0,0,669,0,0,Lucas,Torreira,MID,0,0,680,19,0,677,0,0,0,0,0,0,0.1,1,3,0,662,277,0,3459,17710,0,4
1,3,332,7,3,329.6,115,1,1,Luka,Milivojevic,MID,1,88.4,173,138,410.8,181,2357,1,1,2,1,0,0.2,6,31,143,246,124,63,19345,69021,8,5.5
0,0,0,0,0,0,628,0,0,Luke,Cundle,MID,0,0,643,614,0,638,0,0,0,0,0,0,0,20,39,0,614,247,0,2046,1531,0,4
0,0,0,0,0,0,615,0,0,Mace,Goodridge,MID,0,0,631,551,0,625,0,0,0,0,0,0,0,4,90,0,601,236,0,1278,1428,0,4
1,3,152,6,0,180.1,206,0,1,Mahmoud Ahmed,Ibrahim Hassan,MID,2,86.7,185,40,213.6,283,1157,0,0,2.7,0,0,0.4,2,7,478,73,41,56,68773,142486,0,5.5
1,0,117,1,0,153,220,4,0,Manuel,Lanzini,MID,1,37.5,335,439,121.4,353,556,0,0,1.6,0,0,0.1,19,21,102,282,140,28,18837,20428,1,6
7,3,325,4,3,544.2,49,0,1,Marc,Albrighton,MID,1,123.9,95,221,412.6,179,1735,0,0,2.5,0,0,0.2,9,13,282,143,85,78,18615,24464,2,5.5
11,9,535,12,0,682.1,31,2,3,Marcus,Rashford,MID,11,260.3,12,306,793.2,23,2917,0,2,4.7,0,0,10.2,13,1,1127,14,5,174,3131786,2780899,4,9.5
0,0,132,0,4,88.6,289,0,0,Mark,Noble,MID,0,17.6,396,427,80.4,389,701,0,1,1.3,0,0,0.3,19,21,7,421,197,27,16074,140132,1,4.5
2,3,183,3,2,322.8,121,0,1,Martin,Odegaard,MID,1,65.9,247,645,169.8,317,861,0,0,2.9,0,0,0.6,1,3,167,213,109,40,266756,221553,0,7
1,1,115,4,0,32.5,363,0,0,Marvelous,Nakamba,MID,0,15.4,400,44,110.8,365,747,0,0,2.1,0,0,0.4,2,7,10,411,189,27,86015,101021,3,4.5
2,9,318,7,5,278.7,144,0,3,Mason,Greenwood,MID,7,152.7,67,315,370.8,198,1813,0,0,3.4,0,0,10.7,13,1,881,31,17,106,1377317,1050079,2,7.5
7,16,599,14,1,1336.9,2,1,2,Mason,Mount,MID,6,306.3,7,120,770.4,28,2887,0,2,4.1,0,0,17.3,5,8,954,22,9,147,2764000,2037325,2,7.5
1,0,332,9,0,384.8,93,0,0,Mateo,Kovacic,MID,0,87,183,107,332.4,221,1809,0,0,2,0,0,0.3,5,8,153,235,120,54,38290,46752,4,5
0,0,0,0,0,0,582,0,0,Mateusz,Bogusz,MID,0,0,605,533,0,597,0,0,0,0,0,0,0,10,2,0,563,215,0,2836,3026,0,4
5,3,407,8,5,661.4,34,0,0,Mateusz,Klich,MID,4,145.7,76,198,464.6,155,2386,0,2,2.8,0,0,2.3,10,2,333,116,67,99,1084766,1107031,6,5.5
5,5,226,3,1,411.9,83,5,1,Matt,Ritchie,MID,0,73.8,224,322,225.8,275,1347,0,4,2.9,0,0,0.1,14,4,101,284,141,52,12787,13795,2,5
0,0,0,0,0,0,671,0,0,Matteo,Guendouzi,MID,0,0,682,25,0,679,0,0,0,0,0,0,0.1,1,3,0,664,279,0,2725,13207,0,4
0,0,47,1,0,35.6,356,0,0,Matthew,Longstaff,MID,0,7,432,487,32.6,437,376,0,0,2,0,0,0,14,4,2,447,205,10,1764,4056,0,4
0,0,0,0,0,0,558,0,0,Matty,James,MID,0,0,583,222,0,575,0,0,0,0,0,0,0.2,9,13,0,539,209,0,29808,58030,0,4
0,0,0,0,0,0,665,0,0,Max,Meyer,MID,0,0,676,143,0,673,0,0,0,0,0,0,0,6,31,0,656,275,0,2134,5224,0,4
0,0,0,0,0,0,617,0,0,Max,Sanders,MID,0,0,632,632,0,626,0,0,0,0,0,0,0,3,36,0,603,237,0,105,101,0,4
0,0,0,0,0,0,595,0,0,Meritan,Shabani,MID,0,0,615,553,0,607,0,0,0,0,0,0,0,20,39,0,577,220,0,4372,4508,0,4
0,0,0,0,0,0,713,0,0,Mesut,Ozil,MID,0,0,713,1,0,713,0,0,0,0,0,0,0.5,1,3,0,713,295,0,3441,54937,0,4
2,8,367,5,5,447.3,71,6,1,Miguel,Almiron,MID,4,132.6,83,339,452.6,161,2426,0,0,2.9,0,0,0.5,14,4,425,87,50,97,81648,124413,3,5.5
0,0,0,0,0,0,632,0,0,Miguel,Azeez,MID,0,0,647,689,0,643,0,0,0,0,0,0,0,1,3,0,620,251,0,524,221,0,4
6,21,657,11,0,825.7,17,2,4,Mohamed,Salah,MID,22,385.8,2,254,1056,5,3077,0,2,6.2,0,0,43.6,11,14,1980,1,1,231,6642020,5825059,0,12.5
0,3,258,5,0,99.9,271,0,1,Mohamed Naser,El Sayed Elneny,MID,1,37.8,332,526,200.2,288,1538,0,0,2.2,0,0,1.3,1,3,79,316,157,50,337581,304271,3,4.5
0,0,0,0,0,0,697,0,0,Moises,Caicedo,MID,0,0,704,664,0,701,0,0,0,0,0,0,0,3,36,0,695,289,0,540,375,0,4
0,3,87,0,0,112.8,252,0,0,Morgan,Gibbs-White,MID,1,31.3,353,473,85,385,407,0,0,2,0,0,0,20,39,114,270,134,22,1549,1356,1,4.5
0,0,29,1,6,28.8,375,0,0,Morgan,Sanson,MID,0,6.2,442,647,25.8,445,288,0,0,1.1,0,0,0,2,7,10,413,191,10,770,684,3,5
2,0,140,3,0,97.7,274,0,0,Moussa,Djenepo,MID,1,44.1,308,382,178,309,1229,0,0,1.7,0,0,0.1,16,20,170,209,107,46,18922,23572,5,5.5
0,2,214,5,0,94.5,280,0,0,Moussa,Sissoko,MID,0,34.6,341,385,182.2,303,1576,0,0,1.8,0,0,0.4,17,6,69,326,163,44,47668,72730,3,4.5
2,0,375,10,0,347.3,110,0,0,N'Golo,Kante,MID,0,89.7,172,113,449,164,2140,0,0,2.1,0,0,2.4,5,8,96,290,143,62,239345,434912,7,5
0,0,78,2,0,100.5,269,0,0,Naby,Keita,MID,0,29,357,261,70.6,402,517,0,0,1.5,0,0,0.2,11,14,119,265,133,15,17380,81802,1,5
1,0,234,4,0,118.7,245,0,0,Nampalys,Mendy,MID,0,29.6,355,518,153,333,1452,0,0,1.8,0,0,1.5,9,13,23,386,183,41,457969,438316,5,4.5
0,0,5,0,0,0,612,0,0,Nathan,Broadhead,MID,0,0.2,508,680,2,497,2,0,0,1,0,0,0,7,11,0,598,234,1,228,141,0,4
3,3,243,1,0,400.4,86,3,1,Nathan,Redmond,MID,2,117.1,106,365,297,233,1727,0,0,2.3,0,0,0.2,16,20,477,74,42,67,47998,91192,1,6
2,2,76,2,0,86,296,0,1,Nathan,Tella,MID,1,38.2,329,524,94.6,382,735,0,0,2,0,0,0.4,16,20,203,184,98,36,67519,58523,2,5
1,0,223,4,0,149,222,0,0,Nemanja,Matic,MID,0,44.7,306,295,218.4,280,1101,0,0,1.8,0,0,0.2,13,1,80,311,155,36,17251,29295,2,4.5
3,11,351,4,5,235.9,175,0,2,Nicolas,Pepe,MID,10,148.5,74,18,476.2,148,1606,0,3,3.9,1,0,2.4,1,3,774,39,21,114,284328,262799,1,7.5
0,0,0,0,0,0,641,0,0,Nile,John,MID,0,0,656,710,0,652,0,0,0,0,0,0,0,17,6,0,632,261,0,0,0,0,4
0,0,0,0,0,0,591,0,0,Oliver,Skipp,MID,0,0,611,404,0,603,0,0,0,0,0,0,0,17,6,0,573,217,0,1848,3369,0,4
1,4,264,6,0,229.1,181,0,0,Oriol,Romeu Vidal,MID,1,67.6,240,364,349.2,216,1762,0,0,2.5,0,0,1.4,16,20,98,287,142,52,497459,705758,6,4.5
1,0,33,0,0,25.9,381,0,0,Owen,Otasowie,MID,0,9.8,421,581,38.2,427,185,0,0,1.5,0,0,0,20,39,34,370,177,9,3769,3547,1,4
7,10,430,9,0,441.3,73,0,1,Pablo,Fornals,MID,5,156.5,62,450,491.8,138,2571,0,0,3.8,0,0,0.5,19,21,631,55,33,125,284580,277180,3,6
3,0,103,1,0,97.9,273,4,0,Pablo,Hernandez Dominguez,MID,0,33.4,344,193,84,386,414,0,0,1.8,0,0,0.3,10,2,153,236,121,28,27160,132343,1,5.5
8,11,525,10,1,1087.8,6,1,0,Pascal,Gross,MID,3,212.3,28,57,620.4,65,2479,1,1,3.4,0,0,0.4,3,36,415,89,52,116,162328,156843,3,6
6,11,355,5,0,376,97,3,1,Paul,Pogba,MID,3,122.5,97,296,451.4,163,1892,0,3,3.5,0,0,1.9,13,1,401,93,54,92,489815,518791,3,7.5
8,10,492,9,2,1007.3,10,2,1,Pedro,Lomba Neto,MID,5,232.5,19,474,594.2,73,2549,0,0,4,0,0,3.7,20,39,722,46,26,124,2326554,2155321,4,6.5
1,0,31,0,0,35.8,355,0,0,Percy,Tau,MID,0,6.9,434,627,26.8,441,101,0,0,2.3,0,0,0,3,36,6,427,199,7,5560,4798,0,4
8,17,479,6,2,545.8,48,0,5,Phil,Foden,MID,9,186,43,284,580.8,82,1607,0,0,4.8,0,0,9.8,12,43,734,43,23,135,2954662,2552215,0,8
3,11,358,10,0,361.5,101,0,3,Pierre-Emerick,Aubameyang,MID,10,167.4,52,4,493.8,136,2330,0,1,4.5,0,0,7.2,1,3,823,34,18,131,1240132,3870817,2,10
4,6,578,12,0,308.7,130,0,1,Pierre-Emile,Hojbjerg,MID,2,118.4,104,396,728.8,41,3420,0,0,2.8,0,0,1,17,6,146,242,123,107,190486,207148,9,5
9,10,458,14,0,584.1,45,2,1,Raheem,Sterling,MID,10,260.3,13,276,663.4,60,2534,1,6,5,0,0,4.3,12,43,1366,8,3,154,2471153,2456429,4,11
10,11,489,9,3,889.3,13,1,4,Raphael,Dias Belloli,MID,6,251.3,15,570,719.6,43,2358,0,0,4.4,0,0,9.4,10,2,902,29,15,133,2353465,1621868,3,6.5
0,0,3,0,0,0,649,0,0,Reda,Khadra,MID,0,0.2,510,630,0,659,4,0,0,1,0,0,0,3,36,2,444,204,1,684,500,0,4
0,0,2,0,0,9.7,425,0,0,Reiss,Nelson,MID,0,2.4,470,21,4.2,485,70,0,0,1,0,0,0,1,3,10,412,190,2,2497,7021,0,4
8,15,505,11,3,693.6,29,3,4,Riyad,Mahrez,MID,9,219.1,25,275,606,67,1945,0,2,5.4,0,0,6.4,12,43,893,30,16,145,2524433,2242060,0,9
1,3,157,7,4,133.9,232,2,0,Robbie,Brady,MID,1,47.2,297,95,174.2,312,1047,0,0,2.3,0,0,0,4,90,168,212,108,44,13631,16717,3,5
2,5,531,13,0,546.3,47,0,0,Rodrigo,Hernandez,MID,2,152.4,69,286,640.6,62,2747,0,4,2.7,0,0,0.4,12,43,335,115,66,91,60581,76856,6,5.5
0,0,0,0,0,0,683,0,0,Rolando,Aarons,MID,0,0,692,337,0,689,0,0,0,0,0,0,0,14,4,0,677,281,0,1553,6243,0,4
2,4,286,8,2,579.3,46,4,1,Ross,Barkley,MID,3,128.6,89,106,274.2,249,1566,0,0,2.9,0,0,0.7,2,7,431,85,49,76,516766,520520,0,5.5
1,10,502,8,4,455,69,1,1,Ruben Diogo,da Silva Neves,MID,5,159.9,60,466,697.2,48,2670,0,2,2.9,0,0,1.4,20,39,445,81,47,104,223634,314057,8,5.5
0,0,0,0,0,0,636,0,0,Ryan,Finnigan,MID,0,0,651,655,0,647,0,0,0,0,0,0,0,16,20,0,625,255,0,354,260,0,4
4,0,154,4,2,395,88,0,0,Ryan,Fraser,MID,0,70.1,234,507,142.8,341,922,0,0,2.2,1,0,0.2,14,4,165,214,110,39,25574,87688,0,5.5
11,14,513,12,0,809.7,19,0,3,Sadio,Mane,MID,11,315.5,4,251,808.8,21,2808,0,3,5,0,0,8.2,11,14,1535,4,2,176,2013619,2364727,3,12
6,4,255,3,0,371.9,98,3,0,Said,Benrahma,MID,1,104.6,132,587,301,230,1376,0,0,2.4,0,0,0.4,19,21,371,99,58,73,89546,66151,0,6
2,4,413,9,0,270.5,152,0,1,Scott,McTominay,MID,4,110.9,117,309,523.2,113,2124,0,0,2.8,0,0,0.8,13,1,314,122,70,91,247801,225008,3,5.5
1,1,168,2,4,182.8,203,4,0,Sean,Longstaff,MID,0,50.8,289,480,179.2,306,1405,0,0,1.9,0,0,0.1,14,4,148,241,122,41,9187,14524,2,4.5
0,0,0,0,0,0,637,0,0,Shane,Flynn,MID,0,0,652,684,0,648,0,0,0,0,0,0,0,9,13,0,626,256,0,227,161,0,4
0,0,6,0,0,1.1,459,0,0,Shola,Shoretire,MID,0,0.1,514,673,0.2,506,9,0,0,1,0,0,0,13,1,0,586,229,2,756,391,0,4
0,0,10,0,0,1.2,458,0,0,Sidnei,Tavares,MID,0,2,475,676,9.6,477,84,0,0,1.5,0,0,0,9,13,9,415,193,3,530,352,0,4
0,0,0,0,0,0,706,0,0,Sofiane,Boufal,MID,0,0,708,372,0,705,0,0,0,0,0,0,0,16,20,0,706,293,0,634,4788,0,4
2,6,283,7,0,414.3,79,0,1,Solomon,March,MID,2,110.5,119,65,368.6,200,1670,0,0,3.3,0,0,0.4,3,36,322,119,68,69,296656,291147,0,5.5
0,3,141,5,0,154.9,219,0,1,Steven,Alzate,MID,1,37.6,333,79,132.2,349,892,0,0,2.3,0,0,0.9,3,36,88,296,147,35,236556,206801,2,5
4,2,129,5,6,190.9,199,0,0,Steven,Bergwijn,MID,1,52.8,282,400,161.4,328,1202,0,0,2.6,0,0,0.4,17,6,180,202,102,55,37028,113254,3,6
7,4,455,8,0,496.7,59,0,1,Stuart,Armstrong,MID,4,149.4,71,368,541.2,103,2764,0,0,3.5,0,0,0.5,16,20,457,77,45,115,152706,149062,3,6
0,0,0,0,0,0,594,0,0,Tahith,Chong,MID,0,0,614,316,0,606,0,0,0,0,0,0,0,13,1,0,576,219,0,799,1499,0,4
0,2,153,2,0,92.3,282,0,0,Takumi,Minamino,MID,3,54,279,258,168.2,323,999,0,0,2.5,0,0,0.3,16,20,281,146,87,48,100137,117298,1,5.5
3,7,407,12,0,270.8,151,0,1,Tanguy,Ndombele,MID,3,96.2,156,405,408,182,2086,0,0,3,0,0,0.6,17,6,281,145,86,99,139752,135522,3,6
0,0,0,0,0,0,645,0,0,Tawanda,Maswanhise,MID,0,0,660,703,0,656,0,0,0,0,0,0,0,9,13,0,636,263,0,80,19,0,4
0,0,0,0,0,0,596,0,0,Taylor,Perry,MID,0,0,616,611,0,608,0,0,0,0,0,0,0,20,39,0,578,221,0,1906,1338,0,4
0,0,0,0,0,0,627,0,0,Teddy,Jenks,MID,0,0,642,631,0,637,0,0,0,0,0,0,0,3,36,0,613,246,0,519,409,0,4
0,0,2,0,0,1.4,453,0,0,Thakgalo,Leshabela,MID,0,0.2,507,661,0.6,505,9,0,0,1,0,0,0,9,13,0,579,222,1,533,380,0,4
0,0,0,0,0,0,657,0,0,Thanawat,Suengchitthawon,MID,0,0,670,687,0,667,0,0,0,0,0,0,0,9,13,0,647,271,0,229,115,0,4
0,0,5,0,0,15.1,401,0,0,Theo,Corbeanu,MID,0,2.4,469,610,9,478,8,0,0,1,0,0,0,20,39,0,582,225,1,840,626,0,4
4,2,185,5,0,248,167,0,0,Theo,Walcott,MID,3,88,176,148,269.8,254,1629,0,0,3.5,0,0,0.3,16,20,366,101,60,76,166955,174871,0,6
0,1,331,8,0,460.3,68,0,0,Thiago,Alcantara do Nascimento,MID,1,101.9,142,531,378.8,194,1851,0,0,2.3,0,0,1.2,11,14,178,205,103,55,428156,420510,4,5.5
2,0,273,6,0,195.7,195,0,0,Thomas,Partey,MID,0,61.7,258,567,289.4,239,1529,0,0,2,0,0,0.3,1,3,129,258,129,47,122595,115671,5,5
1,1,209,5,0,112,253,0,0,Tom,Davies,MID,0,34.7,340,163,205.6,285,1417,0,0,1.9,0,0,0.1,7,11,30,375,179,47,6570,12453,3,5
2,16,555,11,0,271.1,150,0,4,Tomas,Soucek,MID,10,208.8,30,449,889.8,10,3420,0,0,3.9,1,0,11.2,19,21,925,25,11,147,3009936,2532815,7,6
0,0,0,0,0,0,593,0,0,Tommy,Doyle,MID,0,0,613,285,0,605,0,0,0,0,0,0,0.1,12,43,0,575,218,0,7422,11287,0,4
0,0,0,0,0,0,642,0,0,Tyler,Onyango,MID,0,0,657,644,0,653,0,0,0,0,0,0,0,7,11,0,633,262,0,474,355,0,4
2,0,169,4,0,239,172,0,0,Tyler,Roberts,MID,1,72.5,227,206,189.4,296,1330,0,0,1.8,0,0,0.1,10,2,296,136,80,49,15351,15615,3,5
1,0,112,0,6,179,207,0,0,Vitor,Ferreira,MID,0,33.3,345,515,80,390,509,0,0,1.4,0,0,0,20,39,72,323,161,26,2715,4911,0,4
4,11,430,7,0,234.5,176,0,0,Wilfred,Ndidi,MID,1,86.2,190,236,549.2,98,2175,0,0,3,0,0,0.7,9,13,78,319,158,79,75053,178430,6,5
4,11,362,6,0,428.5,74,0,3,Wilfried,Zaha,MID,11,200.4,36,141,572.6,89,2612,0,3,4.5,0,0,9.9,6,31,1003,19,7,136,4315189,4470186,6,7
0,0,0,0,0,0,630,0,0,Will,Ferry,MID,0,0,645,634,0,640,0,0,0,0,0,0,0,16,20,0,616,248,0,350,272,0,4
0,0,17,0,0,7.4,434,0,0,William,Smallbone,MID,0,3.3,458,379,16.8,460,171,0,0,1.7,0,0,0.1,16,20,9,414,192,5,26148,49229,0,4
7,9,306,3,1,534.8,52,2,1,Willian,Borges Da Silva,MID,1,102.3,139,478,256.2,260,1398,0,0,3.1,0,0,2.7,1,3,228,171,94,78,810536,1379122,0,6.5
2,1,127,2,3,294.2,140,3,0,Xherdan,Shaqiri,MID,0,47.6,295,247,95.2,380,548,0,0,1.9,0,0,0.1,11,14,86,302,151,26,7565,10064,2,6
4,11,633,11,1,788.2,21,2,2,Youri,Tielemans,MID,6,209.1,29,228,840.4,16,3356,0,3,3.5,0,0,3.8,9,13,462,76,44,133,774692,679929,6,6.5
0,2,487,11,0,295.5,138,0,0,Yves,Bissouma,MID,1,101.1,144,76,523.6,112,3112,0,0,2.1,1,0,1.6,3,36,196,192,100,77,379298,567702,8,4.5